filename,focal_length
grail00.jpg,626.497
grail01.jpg,625.997
grail02.jpg,627.269
grail03.jpg,627.555
grail04.jpg,627.63
grail05.jpg,625.261
grail06.jpg,627.353
grail07.jpg,627.942
grail08.jpg,628.656
grail09.jpg,628.934
grail10.jpg,628.867
grail11.jpg,629.89
grail12.jpg,628.716
grail13.jpg,630.983
grail14.jpg,630.015
grail15.jpg,630.456
grail16.jpg,629.953
grail17.jpg,629.084
