filename,focal_length
DSC_0003.JPG,2800
DSC_0004.JPG,2800
DSC_0005.JPG,2800
DSC_0006.JPG,2800
DSC_0007.JPG,2800
DSC_0008.JPG,2800
DSC_0009.JPG,2800
