filename,focal_length
IMG_4299.JPG,800
IMG_4300.JPG,800
IMG_4301.JPG,800
IMG_4302.JPG,800
IMG_4303.JPG,800
IMG_4304.JPG,800
IMG_4305.JPG,800
IMG_4306.JPG,800
IMG_4307.JPG,800
IMG_4308.JPG,800
IMG_4309.JPG,800
IMG_4310.JPG,800
IMG_4311.JPG,800
IMG_4312.JPG,800
